Date,Interval
1984-10-09,1567.0
1985-09-30,356.0
1989-07-29,1398.0
1994-05-15,1751.0
1994-05-15,0.0
1997-06-14,1126.0
2001-09-29,1568.0
2004-03-27,910.0
2005-01-03,282.0
2008-05-06,1219.0
2009-09-09,491.0
2013-09-21,1473.0
2015-04-20,576.0
2020-06-30,1898.0
