ANO,TIME MANDANTE,TIME VISITANTE,GOLS,VITORIA
1978,UBERLÂNDIA,CORINTHIANS,2,0
1978,ANAPOLINA,CORINTHIANS,0,0
1978,BRASÍLIA,CORINTHIANS,1,1
1978,GOIÁS,CORINTHIANS,0,0
1978,CORINTHIANS,SANTOS,0,0
1978,DESPORTIVA,CORINTHIANS,1,1
1978,CORINTHIANS,DOM BOSCO,4,1
1978,CORINTHIANS,COMERCIAL,2,1
1978,CORINTHIANS,RIO BRANCO,5,1
1978,OPERÁRIO,CORINTHIANS,0,0
1978,MIXTO,CORINTHIANS,0,0
1978,CORINTHIANS,VILA NOVA,3,1
1978,CORINTHIANS,FLAMENGO,2,0
1978,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),1,1
1978,CORINTHIANS,AMÉRICA,1,0
1978,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,1,1
1978,BOTAFOGO,CORINTHIANS,3,0
1978,CORINTHIANS,JUVENTUDE,2,1
1978,CORINTHIANS,OPERÁRIO,1,1
1978,SPORT,CORINTHIANS,3,0
1978,BAHIA,CORINTHIANS,1,0
1978,GRÊMIO MARINGÁ,CORINTHIANS,3,1
1978,CORINTHIANS,CAXIAS,0,0
1978,CORINTHIANS,AMERICANO,1,1
1978,VASCO DA GAMA,CORINTHIANS,4,0
1978,CORINTHIANS,VITÓRIA,4,0
1978,CORINTHIANS,CRUZEIRO,2,0
1978,SÃO JOSÉ (SJ EC),CORINTHIANS,2,0
1978,SANTOS,CORINTHIANS,2,0
1978,CORINTHIANS,FERROVIÁRIA (ARARAQUARA),2,1
1978,XV DE JAÚ,CORINTHIANS,1,1
1978,CORINTHIANS,FRANCANA,1,1
1978,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,0,0
1978,CORINTHIANS,PAULISTA,3,1
1978,PONTE PRETA,CORINTHIANS,2,0
1978,CORINTHIANS,AMÉRICA (RIO PRETO),1,1
1978,CORINTHIANS,PALMEIRAS,2,0
1978,PORTUGUESA SANTISTA,CORINTHIANS,0,0
1978,CORINTHIANS,GUARANI,2,0
1978,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),2,0
1978,PORTUGUESA,CORINTHIANS,2,0
1978,CORINTHIANS,JUVENTUS,3,1
1978,MARÍLIA,CORINTHIANS,4,0
1978,SÃO BENTO (SOROCABA),CORINTHIANS,2,1
1978,CORINTHIANS,NOROESTE,3,1
1978,XV DE PIRACICABA,CORINTHIANS,7,1
1978,CORINTHIANS,SÃO PAULO,2,0
1978,PALMEIRAS,CORINTHIANS,3,1
1978,CORINTHIANS,GUARANI,5,1
1978,SANTOS,CORINTHIANS,1,1
1978,CORINTHIANS,MARÍLIA,5,0
1978,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),0,0
1978,AMÉRICA (RIO PRETO),CORINTHIANS,2,0
1978,SÃO PAULO,CORINTHIANS,0,0
1978,CORINTHIANS,XV DE JAÚ,1,0
1978,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,5,0
1979,JUVENTUS,CORINTHIANS,3,1
1979,JOINVILLE,CORINTHIANS,2,0
1979,PAULISTA,CORINTHIANS,2,1
1979,CORINTHIANS,XV DE PIRACICABA,4,0
1979,CORINTHIANS,SANTOS,3,1
1979,PALMEIRAS,CORINTHIANS,0,0
1979,NOROESTE,CORINTHIANS,2,0
1979,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,2,0
1979,OPERÁRIO,CORINTHIANS,5,1
1979,CORINTHIANS,SÃO BENTO (SOROCABA),3,1
1979,FLAMENGO,CORINTHIANS,2,0
1979,CORINTHIANS,PORTUGUESA,2,1
1979,CORINTHIANS,PONTE PRETA,0,0
1979,FRANCANA,CORINTHIANS,4,1
1979,CORINTHIANS,PORTUGUESA SANTISTA,3,1
1979,GUARANI,CORINTHIANS,4,0
1979,SÃO JOSÉ (SJ EC),CORINTHIANS,1,1
1979,CORINTHIANS,JUVENTUS,1,0
1979,CORINTHIANS,PORTUGUESA,2,1
1979,SÃO PAULO,CORINTHIANS,4,0
1979,CORINTHIANS,JUVENTUS,5,0
1979,CORINTHIANS,PONTE PRETA,4,1
1979,CORINTHIANS,PALMEIRAS,2,0
1979,CORINTHIANS,FRANCANA,5,1
1979,SANTO ANDRÉ,CORINTHIANS,3,0
1979,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),4,1
1979,SANTOS,CORINTHIANS,1,1
1979,CORINTHIANS,GUARANI,0,0
1979,SÃOCARLENSE,CORINTHIANS,8,1
1979,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,4,0
1979,CORINTHIANS,SÃO BENTO (SOROCABA),2,1
1979,CORINTHIANS,MARÍLIA,2,1
1979,INTERNACIONAL LIMEIRA,CORINTHIANS,0,0
1979,CORINTHIANS,SANTOS,1,1
1979,CORINTHIANS,VELO CLUB,3,1
1979,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,4,0
1979,CORINTHIANS,NOROESTE,2,0
1979,JUVENTUS,CORINTHIANS,5,1
1979,XV DE PIRACICABA,CORINTHIANS,2,1
1979,PONTE PRETA,CORINTHIANS,3,0
1979,CORINTHIANS,PORTUGUESA,0,0
1979,AMÉRICA (RIO PRETO),CORINTHIANS,0,0
1979,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,0,0
1979,CORINTHIANS,PALMEIRAS,4,0
1979,CORINTHIANS,FRANCANA,1,0
1979,SÃO PAULO,CORINTHIANS,2,1
1979,CORINTHIANS,GUARANI,6,0
1979,XV DE JAÚ,CORINTHIANS,1,1
1979,CALDENSE,CORINTHIANS,3,1
1979,CORINTHIANS,FERROVIÁRIA (ARARAQUARA),3,1
1979,PORTUGUESA,CORINTHIANS,2,1
1979,CORINTHIANS,XV DE PIRACICABA,3,1
1979,CORINTHIANS,SÃO PAULO,2,0
1979,VELO CLUB,CORINTHIANS,0,0
1979,SANTOS,CORINTHIANS,0,0
1979,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),1,0
1979,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),3,1
1979,FRANCANA,CORINTHIANS,0,0
1979,CORINTHIANS,XV DE JAÚ,3,1
1979,CORINTHIANS,JUVENTUS,1,1
1979,GUARANI,CORINTHIANS,0,0
1979,SÃO BENTO (SOROCABA),CORINTHIANS,2,0
1979,CORINTHIANS,PONTE PRETA,2,0
1979,PALMEIRAS,CORINTHIANS,2,0
1979,CORINTHIANS,AMÉRICA (RIO PRETO),2,0
1979,NOROESTE,CORINTHIANS,2,0
1979,MARÍLIA,CORINTHIANS,3,1
1979,CORINTHIANS,INTERNACIONAL LIMEIRA,3,0
1979,AMÉRICA (RIO PRETO),CORINTHIANS,1,1
1979,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,0,0
1979,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),2,1
1979,SÃO PAULO,CORINTHIANS,3,1
1979,LONDRINA (EC),CORINTHIANS,5,1
1980,CORINTHIANS,PALMEIRAS,2,0
1980,PALMEIRAS,CORINTHIANS,1,1
1980,CORINTHIANS,PONTE PRETA,1,1
1980,CORINTHIANS,PONTE PRETA,0,0
1980,CORINTHIANS,PONTE PRETA,2,1
1980,CORINTHIANS,JOINVILLE,5,1
1980,BAHIA,CORINTHIANS,5,1
1980,CORINTHIANS,BOTAFOGO,2,1
1980,OPERÁRIO,CORINTHIANS,1,1
1980,CORINTHIANS,PORTUGUESA,0,0
1980,CORINTHIANS,CRUZEIRO,4,1
1980,REMO,CORINTHIANS,1,0
1980,CRB,CORINTHIANS,3,1
1980,ATLÉTICO MINEIRO,CORINTHIANS,3,0
1980,CORINTHIANS,COLORADO,5,1
1980,CORINTHIANS,VASCO DA GAMA,2,0
1980,NÁUTICO,CORINTHIANS,3,1
1980,VITÓRIA,CORINTHIANS,8,1
1980,CORINTHIANS,VITÓRIA,5,1
1980,VASCO DA GAMA,CORINTHIANS,7,0
1980,CORINTHIANS,NÁUTICO,3,1
1980,CORITIBA,CORINTHIANS,1,0
1980,CORINTHIANS,GRÊMIO,5,1
1980,BOTAFOGO,CORINTHIANS,2,0
1980,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,2,0
1980,CORINTHIANS,XV DE PIRACICABA,3,0
1980,AMÉRICA (RIO PRETO),CORINTHIANS,1,1
1980,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),6,1
1980,CORINTHIANS,SÃO BENTO (SOROCABA),2,1
1980,CORINTHIANS,JUVENTUS,0,0
1980,TAUBATÉ,CORINTHIANS,2,0
1980,NOROESTE,CORINTHIANS,0,0
1980,FRANCANA,CORINTHIANS,0,0
1980,CORINTHIANS,MARÍLIA,2,0
1980,INTERNACIONAL LIMEIRA,CORINTHIANS,0,0
1980,XV DE JAÚ,CORINTHIANS,3,1
1980,CORINTHIANS,PONTE PRETA,1,1
1980,SANTOS,CORINTHIANS,2,0
1980,CORINTHIANS,PORTUGUESA,0,0
1980,CORINTHIANS,SÃO PAULO,1,0
1980,GUARANI,CORINTHIANS,2,1
1980,CORINTHIANS,PALMEIRAS,1,0
1980,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,1,1
1980,SÃO PAULO,CORINTHIANS,4,0
1980,CORINTHIANS,INTERNACIONAL LIMEIRA,4,0
1980,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),3,1
1980,CORINTHIANS,AMÉRICA (RIO PRETO),3,1
1980,MARÍLIA,CORINTHIANS,3,1
1980,CORINTHIANS,XV DE JAÚ,3,1
1980,PALMEIRAS,CORINTHIANS,3,1
1980,CORINTHIANS,GUARANI,4,1
1980,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,1,0
1980,XV DE PIRACICABA,CORINTHIANS,1,1
1980,SÃO BENTO (SOROCABA),CORINTHIANS,3,1
1980,CORINTHIANS,FRANCANA,2,0
1980,CORINTHIANS,SANTOS,3,1
1980,CORINTHIANS,FERROVIÁRIA (ARARAQUARA),1,1
1980,PONTE PRETA,CORINTHIANS,2,0
1980,JUVENTUS,CORINTHIANS,2,0
1980,PORTUGUESA,CORINTHIANS,1,0
1980,CORINTHIANS,NOROESTE,3,1
1980,CORINTHIANS,TAUBATÉ,2,0
1980,CORINTHIANS,PONTE PRETA,2,0
1980,CORINTHIANS,PONTE PRETA,3,0
1980,CORINTHIANS,ARGENTINOS JUNIORS,1,1
1980,COMBINADO FLA/MOTO,CORINTHIANS,4,1
1981,CORINTHIANS,SPORTING,1,0
1981,CORINTHIANS,FLUMINENSE,6,1
1981,GALÍCIA,CORINTHIANS,2,1
1981,BRASÍLIA,CORINTHIANS,1,1
1981,CORINTHIANS,BOTAFOGO,4,0
1981,CORINTHIANS,DESPORTIVA,4,0
1981,GRÊMIO,CORINTHIANS,1,0
1981,PORTUGUESA,CORINTHIANS,1,0
1981,CORINTHIANS,GOIÁS,2,0
1981,OPERÁRIO,CORINTHIANS,1,1
1981,CORINTHIANS,PINHEIROS,2,1
1981,BAHIA,CORINTHIANS,3,0
1981,CORINTHIANS,SANTA CRUZ,5,0
1981,PONTE PRETA,CORINTHIANS,3,0
1981,CORINTHIANS,BAHIA,1,0
1981,SANTA CRUZ,CORINTHIANS,2,0
1981,CORINTHIANS,PONTE PRETA,4,0
1981,CORINTHIANS,SÃO JOSÉ (SJ EC),2,0
1981,TAUBATÉ,CORINTHIANS,2,0
1981,CORINTHIANS,FRANCANA,4,0
1981,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,0,0
1981,CORINTHIANS,JUVENTUS,3,1
1981,CORINTHIANS,INTERNACIONAL LIMEIRA,4,0
1981,PORTUGUESA,CORINTHIANS,1,0
1981,CORINTHIANS,PONTE PRETA,2,0
1981,CORINTHIANS,MARÍLIA,5,1
1981,CORINTHIANS,SANTOS,2,1
1981,CORINTHIANS,XV DE JAÚ,2,1
1981,GUARANI,CORINTHIANS,3,0
1981,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),2,1
1981,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,4,1
1981,NOROESTE,CORINTHIANS,1,0
1981,PALMEIRAS,CORINTHIANS,3,0
1981,CORINTHIANS,SÃO PAULO,3,0
1981,AMÉRICA (RIO PRETO),CORINTHIANS,0,0
1981,SÃO BENTO (SOROCABA),CORINTHIANS,5,1
1981,SÃO JOSÉ (SJ EC),CORINTHIANS,2,0
1981,CORINTHIANS,JUVENTUS,6,0
1981,MARÍLIA,CORINTHIANS,2,0
1981,CORINTHIANS,MARÍLIA,3,1
1981,JUVENTUS,CORINTHIANS,4,0
1981,CORINTHIANS,SÃO JOSÉ (SJ EC),2,1
1981,CORINTHIANS,SÃO PAULO,2,0
1981,CORINTHIANS,PALMEIRAS,1,0
1981,FRANCANA,CORINTHIANS,2,0
1981,CORINTHIANS,SÃO BENTO (SOROCABA),2,0
1981,XV DE JAÚ,CORINTHIANS,1,0
1981,CORINTHIANS,AMÉRICA (RIO PRETO),1,1
1981,SÃO JOSÉ (SJ EC),CORINTHIANS,3,0
1981,MARÍLIA,CORINTHIANS,2,0
1981,CORINTHIANS,FERROVIÁRIA (ARARAQUARA),2,1
1981,JUVENTUS,CORINTHIANS,3,0
1981,CORINTHIANS,GUARANI,3,1
1981,INTERNACIONAL LIMEIRA,CORINTHIANS,3,0
1981,CORINTHIANS,PORTUGUESA,3,1
1981,SÃO PAULO,CORINTHIANS,2,0
1981,SANTOS,CORINTHIANS,4,0
1981,CORINTHIANS,NOROESTE,2,0
1981,PONTE PRETA,CORINTHIANS,5,1
1981,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),1,0
1981,CORINTHIANS,PALMEIRAS,0,0
1981,CORINTHIANS,TAUBATÉ,3,1
1981,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,4,0
1981,CORINTHIANS,SÃO PAULO,2,0
1981,XV DE JAÚ,CORINTHIANS,2,0
1981,CORINTHIANS,GUARANI,2,0
1981,CORINTHIANS,XV DE JAÚ,2,1
1981,GUARANI,CORINTHIANS,0,0
1981,SÃO PAULO,CORINTHIANS,1,1
1981,INDEPENDIENTE,CORINTHIANS,3,1
1981,AMÉRICA,CORINTHIANS,2,1
1981,COMUNICALES,CORINTHIANS,1,1
1981,AURORA,CORINTHIANS,0,0
1981,SELEÇÃO DO CURAÇAO,CORINTHIANS,6,1
1982,CORINTHIANS,ESTUDIANTES,1,1
1982,CORINTHIANS,AMÉRICA,2,1
1982,CORINTHIANS,COLATINA,2,0
1982,CATUENSE,CORINTHIANS,0,0
1982,CORINTHIANS,GUARÁ,6,1
1982,LEÔNICO,CORINTHIANS,4,1
1982,FORTALEZA,CORINTHIANS,6,1
1982,CORINTHIANS,CAMPINENSE,3,1
1982,CORINTHIANS,FLAMENGO,2,0
1982,INTERNACIONAL,CORINTHIANS,2,1
1982,ATLÉTICO MINEIRO,CORINTHIANS,4,1
1982,CORINTHIANS,INTERNACIONAL,1,1
1982,CORINTHIANS,ATLÉTICO MINEIRO,3,1
1982,FLAMENGO,CORINTHIANS,2,0
1982,BAHIA,CORINTHIANS,2,0
1982,CORINTHIANS,BAHIA,7,1
1982,BANGU,CORINTHIANS,1,1
1982,CORINTHIANS,BANGU,3,0
1982,CORINTHIANS,GRÊMIO,3,0
1982,GRÊMIO,CORINTHIANS,4,0
1982,PORTUGUESA,CORINTHIANS,2,0
1982,CORINTHIANS,SANTA CRUZ,2,1
1982,CORINTHIANS,PALMEIRAS,2,0
1982,FLUMINENSE,CORINTHIANS,1,1
1982,CORINTHIANS,PORTUGUESA,2,0
1982,PAYSANDU,CORINTHIANS,0,0
1982,PALMEIRAS,CORINTHIANS,1,0
1982,SANTA CRUZ,CORINTHIANS,4,0
1982,CORINTHIANS,FLUMINENSE,3,0
1982,SUZANO,CORINTHIANS,1,1
1982,UBERLÂNDIA,CORINTHIANS,0,0
1982,CORINTHIANS,SANTO ANDRÉ,1,1
1982,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,2,1
1982,CORINTHIANS,SÃO JOSÉ (SJ EC),2,0
1982,SÃO BENTO (SOROCABA),CORINTHIANS,1,0
1982,JUVENTUS,CORINTHIANS,2,1
1982,CORINTHIANS,PALMEIRAS,6,1
1982,CORINTHIANS,FRANCANA,2,1
1982,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,3,1
1982,CORINTHIANS,INTERNACIONAL LIMEIRA,5,1
1982,XV DE JAÚ,CORINTHIANS,0,0
1982,CORINTHIANS,GUARANI,1,0
1982,SANTOS,CORINTHIANS,1,1
1982,PONTE PRETA,CORINTHIANS,2,0
1982,CORINTHIANS,MARÍLIA,1,1
1982,ATLANTE,CORINTHIANS,5,1
1982,SELEÇÃO DE TRINIDAD E TOBAGO,CORINTHIANS,10,1
1982,SUBT,CORINTHIANS,0,0
1982,CORINTHIANS,PORTUGUESA,0,0
1982,SÃO PAULO,CORINTHIANS,2,1
1982,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),3,1
1982,TAUBATÉ,CORINTHIANS,2,0
1982,CORINTHIANS,AMÉRICA (RIO PRETO),5,1
1982,INTERNACIONAL LIMEIRA,CORINTHIANS,2,1
1982,FRANCANA,CORINTHIANS,3,0
1982,PEÑAROL,CORINTHIANS,5,0
1982,PORTUGUESA,CORINTHIANS,4,1
1982,CORINTHIANS,PONTE PRETA,2,0
1982,GUARANI,CORINTHIANS,2,0
1982,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),3,1
1982,AMÉRICA (RIO PRETO),CORINTHIANS,6,0
1982,CORINTHIANS,SÃO BENTO (SOROCABA),3,1
1982,PALMEIRAS,CORINTHIANS,0,0
1982,CORINTHIANS,JUVENTUS,6,1
1982,SANTO ANDRÉ,CORINTHIANS,4,1
1982,CORINTHIANS,TAUBATÉ,4,1
1982,CASCAVEL,CORINTHIANS,2,0
1982,SÃO JOSÉ (SJ EC),CORINTHIANS,2,1
1982,CORINTHIANS,SANTOS,1,1
1982,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,6,1
1982,CORINTHIANS,XV DE JAÚ,4,1
1982,CORINTHIANS,FERROVIÁRIA (ARARAQUARA),4,1
1982,MARÍLIA,CORINTHIANS,1,0
1982,CORINTHIANS,SÃO PAULO,5,0
1982,SÃO PAULO,CORINTHIANS,1,1
1982,CORINTHIANS,SÃO PAULO,4,1
1983,CORINTHIANS,FLUMINENSE,3,1
1983,FORTALEZA,CORINTHIANS,4,1
1983,TIRADENTES,CORINTHIANS,3,0
1983,CORINTHIANS,CSA,6,1
1983,CORINTHIANS,TIRADENTES,11,1
1983,CORINTHIANS,FORTALEZA,4,1
1983,CSA,CORINTHIANS,3,1
1983,FLUMINENSE,CORINTHIANS,1,0
1983,CORINTHIANS,VASCO DA GAMA,2,0
1983,BAHIA,CORINTHIANS,1,1
1983,CAMPO GRANDE,CORINTHIANS,2,0
1983,CORINTHIANS,BAHIA,2,1
1983,VASCO DA GAMA,CORINTHIANS,0,0
1983,CORINTHIANS,CAMPO GRANDE,4,1
1983,GUARANI,CORINTHIANS,2,0
1983,CORINTHIANS,GOIÁS,2,0
1983,FLAMENGO,CORINTHIANS,6,0
1983,CORINTHIANS,GUARANI,2,1
1983,GOIÁS,CORINTHIANS,3,0
1983,CORINTHIANS,FLAMENGO,5,1
1983,CORINTHIANS,AMÉRICA,4,0
1983,INTERNACIONAL,CORINTHIANS,0,0
1983,GRÊMIO MARINGÁ,CORINTHIANS,1,0
1983,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,1,1
1983,SÃO JOSÉ (SJ EC),CORINTHIANS,0,0
1983,CORINTHIANS,INTERNACIONAL LIMEIRA,1,1
1983,SÃO BENTO (SOROCABA),CORINTHIANS,1,1
1983,CORINTHIANS,SANTO ANDRÉ,4,0
1983,CORINTHIANS,MARÍLIA,2,0
1983,JUVENTUS,CORINTHIANS,2,0
1983,PALMEIRAS,CORINTHIANS,3,0
1983,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),5,1
1983,CORINTHIANS,TAUBATÉ,3,0
1983,CORINTHIANS,AMÉRICA (RIO PRETO),3,1
1983,TAQUARITINGA,CORINTHIANS,2,0
1983,PORTUGUESA,CORINTHIANS,3,1
1983,CORINTHIANS,SÃO PAULO,2,0
1983,PONTE PRETA,CORINTHIANS,3,1
1983,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,3,0
1983,SANTOS,CORINTHIANS,0,0
1983,CORINTHIANS,GUARANI,3,1
1983,XV DE JAÚ,CORINTHIANS,2,0
1983,CORINTHIANS,FERROVIÁRIA (ARARAQUARA),3,1
1983,TAUBATÉ,CORINTHIANS,0,0
1983,MARÍLIA,CORINTHIANS,2,0
1983,GUARANI,CORINTHIANS,5,1
1983,CORINTHIANS,XV DE JAÚ,4,1
1983,SANTO ANDRÉ,CORINTHIANS,0,0
1983,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,2,1
1983,CORINTHIANS,PONTE PRETA,5,1
1983,CORINTHIANS,PALMEIRAS,2,0
1983,CORINTHIANS,SÃO BENTO (SOROCABA),2,0
1983,SÃO PAULO,CORINTHIANS,1,1
1983,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),3,1
1983,AMÉRICA (RIO PRETO),CORINTHIANS,1,1
1983,CORINTHIANS,PORTUGUESA,3,0
1983,CORINTHIANS,JUVENTUS,3,1
1983,CORINTHIANS,TAQUARITINGA,3,1
1983,CORINTHIANS,SANTOS,2,0
1983,INTERNACIONAL LIMEIRA,CORINTHIANS,2,0
1983,CORINTHIANS,SÃO JOSÉ (SJ EC),4,1
1983,SANTOS,CORINTHIANS,2,0
1983,PONTE PRETA,CORINTHIANS,2,1
1983,SÃO BENTO (SOROCABA),CORINTHIANS,2,1
1983,CORINTHIANS,SÃO BENTO (SOROCABA),3,1
1983,CORINTHIANS,SANTOS,0,0
1983,CORINTHIANS,PONTE PRETA,2,0
1983,PALMEIRAS,CORINTHIANS,2,0
1983,CORINTHIANS,PALMEIRAS,1,1
1983,CORINTHIANS,SÃO PAULO,1,1
1983,SÃO PAULO,CORINTHIANS,2,0
1983,FLUMINENSE,CORINTHIANS,4,0
1984,SELEÇÃO DO JAPÃO,CORINTHIANS,3,0
1984,SELEÇÃO DO JAPÃO,CORINTHIANS,3,1
1984,SELEÇÃO DO JAPÃO,CORINTHIANS,5,0
1984,SEIKO,CORINTHIANS,0,0
1984,COMB. TUNAS/SEL. JACARTA,CORINTHIANS,5,1
1984,SELEÇÃO DA TAILÂNDIA,CORINTHIANS,4,1
1984,CORINTHIANS,OPERÁRIO,0,0
1984,CORINTHIANS,ANAPOLINA,1,1
1984,JOINVILLE,CORINTHIANS,3,0
1984,INTERNACIONAL,CORINTHIANS,2,0
1984,CORINTHIANS,JOINVILLE,3,1
1984,OPERÁRIO,CORINTHIANS,4,1
1984,CORINTHIANS,INTERNACIONAL,0,0
1984,ANAPOLINA,CORINTHIANS,0,0
1984,CORINTHIANS,NÁUTICO,4,1
1984,SANTA CRUZ,CORINTHIANS,2,0
1984,TREZE,CORINTHIANS,0,0
1984,CORINTHIANS,SANTA CRUZ,1,1
1984,CORINTHIANS,TREZE,2,0
1984,NÁUTICO,CORINTHIANS,6,0
1984,ATHLETICO PARANAENSE,CORINTHIANS,2,0
1984,GRÊMIO,CORINTHIANS,3,0
1984,CORINTHIANS,GOIÁS,5,1
1984,CORINTHIANS,GRÊMIO,0,0
1984,GOIÁS,CORINTHIANS,1,1
1984,CORINTHIANS,ATHLETICO PARANAENSE,2,1
1984,FLAMENGO,CORINTHIANS,2,0
1984,CORINTHIANS,FLAMENGO,5,1
1984,CORINTHIANS,FLUMINENSE,2,0
1984,FLUMINENSE,CORINTHIANS,0,0
1984,CORINTHIANS,VASCO DA GAMA,3,1
1984,SANTOS,CORINTHIANS,3,0
1984,ARAÇATUBA,CORINTHIANS,0,0
1984,MARÍLIA,CORINTHIANS,0,0
1984,CORINTHIANS,XV DE PIRACICABA,4,1
1984,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),4,0
1984,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,2,1
1984,TAUBATÉ,CORINTHIANS,2,0
1984,CORINTHIANS,SÃO PAULO,4,0
1984,CORINTHIANS,AMÉRICA (RIO PRETO),1,0
1984,PORTUGUESA,CORINTHIANS,6,1
1984,CORINTHIANS,SÃO BENTO (SOROCABA),2,1
1984,SANTO ANDRÉ,CORINTHIANS,2,0
1984,CORINTHIANS,INTERNACIONAL LIMEIRA,1,0
1984,XV DE JAÚ,CORINTHIANS,2,0
1984,FERROVIÁRIA (ARARAQUARA),CORINTHIANS,5,1
1984,PALMEIRAS,CORINTHIANS,2,1
1984,DOURADOS,CORINTHIANS,3,1
1984,OPERÁRIO,CORINTHIANS,0,0
1984,CORINTHIANS,PONTE PRETA,2,1
1984,JUVENTUS,CORINTHIANS,1,1
1984,FIORENTINA,CORINTHIANS,4,0
1984,GUARANI,CORINTHIANS,3,0
1984,CORINTHIANS,TAQUARITINGA,3,1
1984,CORINTHIANS,SANTOS,0,0
1984,CORINTHIANS,FERROVIÁRIA (ARARAQUARA),4,1
1984,TAQUARITINGA,CORINTHIANS,1,1
1984,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),1,1
1984,CORINTHIANS,XV DE JAÚ,2,0
1984,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,3,0
1984,CORINTHIANS,JUVENTUS,1,1
1984,SÃO PAULO,CORINTHIANS,1,0
1984,CORINTHIANS,SANTO ANDRÉ,5,1
1984,AMÉRICA (RIO PRETO),CORINTHIANS,2,0
1984,CORINTHIANS,GUARANI,3,1
1984,XV DE PIRACICABA,CORINTHIANS,3,1
1984,CORINTHIANS,PALMEIRAS,3,1
1984,INTERNACIONAL LIMEIRA,CORINTHIANS,2,1
1984,SÃO BENTO (SOROCABA),CORINTHIANS,0,0
1984,SÃO BENTO (SOROCABA),CORINTHIANS,2,1
1984,CORINTHIANS,MARÍLIA,3,1
1984,CORINTHIANS,PORTUGUESA,2,1
1984,CORINTHIANS,TAUBATÉ,2,1
1984,PONTE PRETA,CORINTHIANS,0,0
1984,SANTOS,CORINTHIANS,1,0
1984,BANDEIRANTE,CORINTHIANS,4,1
1985,CORINTHIANS,VASCO DA GAMA,4,0
1985,CORINTHIANS,INTERNACIONAL,1,0
1985,FLAMENGO,CORINTHIANS,2,0
1985,CORINTHIANS,CRUZEIRO,2,0
1985,CORINTHIANS,SANTOS,1,1
1985,SÃO PAULO,CORINTHIANS,2,1
1985,CORINTHIANS,PORTUGUESA,2,1
1985,NÁUTICO,CORINTHIANS,0,0
1985,CORINTHIANS,BAHIA,2,1
1985,GOIÁS,CORINTHIANS,4,1
1985,VASCO DA GAMA,CORINTHIANS,1,0
1985,INTERNACIONAL,CORINTHIANS,2,0
1985,CRUZEIRO,CORINTHIANS,2,0
1985,SANTOS,CORINTHIANS,0,0
1985,CORINTHIANS,SÃO PAULO,3,0
1985,PORTUGUESA,CORINTHIANS,2,1
1985,CORINTHIANS,FLAMENGO,2,0
1985,CORINTHIANS,NÁUTICO,2,1
1985,BAHIA,CORINTHIANS,2,0
1985,CORINTHIANS,GOIÁS,3,1
1985,ITUANO,CORINTHIANS,3,1
1985,GRÊMIO MARINGÁ,CORINTHIANS,6,1
1985,CORINTHIANS,COMERCIAL (RIBEIRÃO PRETO),5,1
1985,CORINTHIANS,XV DE JAÚ,6,0
1985,XV DE PIRACICABA,CORINTHIANS,2,0
1985,CORINTHIANS,PONTE PRETA,2,1
1985,NOROESTE,CORINTHIANS,1,0
1985,CORINTHIANS,INTERNACIONAL LIMEIRA,4,1
1985,PAULISTA,CORINTHIANS,2,0
1985,CORINTHIANS,JUVENTUS,3,1
