ANO,TIME MANDANTE,TIME VISITANTE,GOLS,VITORIA
1910,UNIÃO LAPA,CORINTHIANS,1,0
1910,CORINTHIANS,ESTRELA POLAR,2,1
1910,CORINTHIANS,LAPA (AA),5,1
1911,CORINTHIANS,CARLOS GOMES,3,1
1911,CORINTHIANS,SANTANNA,1,1
1911,CORINTHIANS,ARGENTINO,1,1
1911,CORINTHIANS,SC ITÁLIA,4,1
1911,UNIÃO LAPA,CORINTHIANS,7,1
1911,PONTE PRETA,CORINTHIANS,1,1
1911,CORINTHIANS (CAMPINAS),CORINTHIANS,4,1
1911,CORINTHIANS,UNIÃO LAPA,4,1
1912,RUGGERONE,CORINTHIANS,5,0
1912,CORINTHIANS,RUGGERONE,6,1
1912,CORINTHIANS,TIRADENTES,4,0
1912,CORINTHIANS,EDEN AMERICANO,2,1
1912,CORINTHIANS,ESTRELA COMETA,6,1
1912,CORINTHIANS,URUGUAY FC,3,1
1912,CORINTHIANS,BOTAFOGO (AA),4,1
1912,PAULISTA,CORINTHIANS,1,1
1912,CORINTHIANS,CONCÓRDIA,5,1
1912,CORINTHIANS,CONCÓRDIA,4,1
1912,CORINTHIANS,MARANHÃO,2,1
1912,CORINTHIANS,MINAS GERAIS,2,1
1912,CORINTHIANS,PONTE PRETA,0,0
1913,CORINTHIANS,MINAS GERAIS,1,1
1913,CORINTHIANS,SÃO PAULO (FC) - BIXIGA,4,1
1913,GERMÂNIA,CORINTHIANS,4,0
1913,CORINTHIANS,INTERNACIONAL,4,0
1913,CORINTHIANS,AMERICANO,8,0
1913,YPIRANGA,CORINTHIANS,2,0
1913,CORINTHIANS,SANTOS,9,0
1913,CORINTHIANS,GERMÂNIA,2,1
1913,INTERNACIONAL,CORINTHIANS,4,0
1913,CORINTHIANS,YPIRANGA,0,0
1913,AMERICANO,CORINTHIANS,2,0
1914,LUSITANO (SC),CORINTHIANS,6,1
1914,INTERNACIONAL,CORINTHIANS,5,1
1914,MINAS GERAIS,CORINTHIANS,3,1
1914,CORINTHIANS,GERMÂNIA,4,1
1914,GERMÂNIA,CORINTHIANS,2,1
1914,CORINTHIANS,CAMPOS ELYSEOS,6,1
1914,HYDECROFT,CORINTHIANS,5,1
1914,CORINTHIANS,TORINO,3,0
1914,CORINTHIANS,TORINO,3,0
1914,SANTOS,CORINTHIANS,0,0
1914,CORINTHIANS,INTERNACIONAL,6,1
1914,MINAS GERAIS,CORINTHIANS,4,1
1914,PONTE PRETA,CORINTHIANS,3,1
1914,CAMPOS ELYSEOS,CORINTHIANS,4,1
1914,CORINTHIANS,LUSITANO (SC),3,1
1914,LUSITANO (SC),CORINTHIANS,0,0
1915,CAÇAPAVENSE,CORINTHIANS,3,1
1915,AA PALMEIRAS,CORINTHIANS,3,1
1915,WANDERERS,CORINTHIANS,5,1
1915,PAULISTA (SÃO CARLOS),CORINTHIANS,5,1
1915,IDEAL CLUB,CORINTHIANS,5,1
1915,CORINTHIANS (JUNDIAÍ),CORINTHIANS,5,1
1915,GUARANI,CORINTHIANS,7,1
1915,SELEÇÃO APEA,CORINTHIANS,3,0
1915,SELEÇÃO APEA,CORINTHIANS,3,0
1916,PAYSANDU,CORINTHIANS,3,1
1916,MINAS GERAIS,CORINTHIANS,6,1
1916,CAÇAPAVENSE,CORINTHIANS,6,1
1916,MINAS GERAIS,CORINTHIANS,6,1
1916,LUSITANO (SC),CORINTHIANS,2,1
1916,GERMÂNIA,CORINTHIANS,0,0
1916,GERMÂNIA,CORINTHIANS,5,1
1916,CORINTHIANS,ANTARCTICA,8,1
1916,CORINTHIANS,VICENTINO,2,0
1916,MARANHÃO,CORINTHIANS,4,1
1916,AMERICANA (AA),CORINTHIANS,7,1
1916,CORINTHIANS,ALUMNY,6,1
1916,COMB. SC INTER-VICENTINO,CORINTHIANS,3,1
1916,CORINTHIANS,LUSITANO (SC),2,1
1916,CAMPOS ELYSEOS,CORINTHIANS,4,1
1916,TAUBATÉ,CORINTHIANS,2,1
1916,SPR (SANTOS),CORINTHIANS,3,0
1916,PAYSANDU,CORINTHIANS,2,1
1916,AMERICANO,CORINTHIANS,1,1
1916,CORINTHIANS,UNIÃO LAPA,4,1
1916,CORINTHIANS,AMERICANO,3,1
1916,SPR (SANTOS),CORINTHIANS,6,1
1916,RIO CLARO,CORINTHIANS,5,1
1917,YPIRANGA,CORINTHIANS,1,1
1917,PAULISTA (SÃO CARLOS),CORINTHIANS,4,1
1917,CORINTHIANS,MACKENZIE,0,0
1917,PALMEIRAS,CORINTHIANS,3,0
1917,CORINTHIANS,AA PALMEIRAS,2,1
1917,INTERNACIONAL,CORINTHIANS,7,1
1917,CORINTHIANS,SÃO BENTO (AA),11,1
1917,SANTOS,CORINTHIANS,6,0
1917,PAULISTANO,CORINTHIANS,3,0
1917,CORINTHIANS,YPIRANGA,4,1
1917,CORINTHIANS,PALMEIRAS,4,0
1917,PAULISTANO,CORINTHIANS,4,0
1917,SANTOS,CORINTHIANS,3,1
1917,MACKENZIE,CORINTHIANS,5,1
1917,CORINTHIANS,INTERNACIONAL,4,0
1917,SÃO BENTO (AA),CORINTHIANS,6,1
1917,CORINTHIANS,PAULISTANO,1,0
1917,CORINTHIANS,SANTOS,5,0
1917,AA PALMEIRAS,CORINTHIANS,3,1
1918,CORINTHIANS,PALMEIRAS,6,0
1918,CORINTHIANS,PALMEIRAS,6,0
1918,CORINTHIANS,SANTOS,4,0
1918,YPIRANGA,CORINTHIANS,3,1
1918,CORINTHIANS,MACKENZIE,3,1
1918,PALMEIRAS,CORINTHIANS,6,0
1918,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,1,0
1918,PAULISTA,CORINTHIANS,2,1
1918,CORINTHIANS,MINAS GERAIS,7,1
1918,AA PALMEIRAS,CORINTHIANS,5,0
1918,CORINTHIANS,INTERNACIONAL,4,1
1918,SANTOS,CORINTHIANS,6,0
1918,PAULISTANO,CORINTHIANS,3,1
1918,CORINTHIANS,MACKENZIE,5,1
1918,CORINTHIANS,MINAS GERAIS,5,1
1918,SOROCABANO,CORINTHIANS,9,1
1918,FLAMENGO,CORINTHIANS,3,1
1918,SÃO BENTO (AA),CORINTHIANS,4,1
1918,CORINTHIANS,PAULISTANO,1,0
1918,CORINTHIANS,YPIRANGA,8,1
1919,CORINTHIANS,INTERNACIONAL,7,1
1919,CORINTHIANS,AA PALMEIRAS,8,1
1919,CORINTHIANS,SÃO BENTO (AA),5,1
1919,PONTE PRETA,CORINTHIANS,5,1
1919,SELEÇÃO 2ª DIVISÃO,CORINTHIANS,6,1
1919,UNIÃO BRASIL,CORINTHIANS,2,1
1919,YPIRANGA,CORINTHIANS,4,1
1919,CORINTHIANS,PALMEIRAS,5,1
1919,PALMEIRAS,CORINTHIANS,3,0
1919,CORINTHIANS,MINAS GERAIS,4,1
1919,SANTOS,CORINTHIANS,1,0
1919,YPIRANGA,CORINTHIANS,1,0
1919,CORINTHIANS,PALMEIRAS,1,0
1919,CORINTHIANS,INTERNACIONAL,2,0
1919,CORINTHIANS,PAULISTANO,6,0
1919,CORINTHIANS,SÃO BENTO (AA),1,1
1919,CORINTHIANS,MACKENZIE,6,1
1919,AA PALMEIRAS,CORINTHIANS,3,1
1919,CORINTHIANS,SANTOS,5,1
1919,MINAS GERAIS,CORINTHIANS,6,1
1919,CORINTHIANS,SÃO BENTO (AA),5,1
1919,CORINTHIANS,AA PALMEIRAS,7,1
1919,PALMEIRAS,CORINTHIANS,1,1
1919,AMPARO,CORINTHIANS,3,1
1919,GUARANI,CORINTHIANS,6,1
1919,MACKENZIE,CORINTHIANS,4,1
1919,CORINTHIANS,YPIRANGA,4,1
1919,CORINTHIANS,INTERNACIONAL,7,1
1919,PAULISTANO,CORINTHIANS,5,0
1919,UNIÃO RECREATIVA CAMBUCI,CORINTHIANS,2,1
1920,GERMÂNIA,CORINTHIANS,9,1
1920,XV DE PIRACICABA,CORINTHIANS,1,1
1920,CORINTHIANS,SÃO BENTO (AA),1,1
1920,CORINTHIANS,COMB. BRASIL-RS-PALESTRA,8,0
1920,CORINTHIANS,PALMEIRAS,3,0
1920,CORINTHIANS,FLAMENGO,3,1
1920,CORINTHIANS,YPIRANGA,4,0
1920,CORINTHIANS,AA PALMEIRAS,5,1
1920,CORINTHIANS,SÃO BENTO (AA),5,1
1920,CORINTHIANS,MINAS GERAIS,7,1
1920,CORINTHIANS,PAULISTANO,6,0
1920,SANTOS,CORINTHIANS,11,1
1920,CORINTHIANS,YPIRANGA,3,1
1920,CORINTHIANS (JUNDIAÍ),CORINTHIANS,4,1
1920,SÃO BENTO (AA),CORINTHIANS,4,0
1920,INTERNACIONAL,CORINTHIANS,7,1
1920,CORINTHIANS,MACKENZIE,7,1
1920,PALMEIRAS,CORINTHIANS,3,1
1920,ESPORTIVA DE GUARATINGUETÁ,CORINTHIANS,3,1
1920,PAULISTA,CORINTHIANS,1,0
1920,CORINTHIANS,CORINTHIANS (JUNDIAÍ),5,1
1920,CORINTHIANS,INTERNACIONAL,9,1
1920,CORINTHIANS,MACKENZIE,8,1
1920,YPIRANGA,CORINTHIANS,4,1
1920,PAULISTANO,CORINTHIANS,4,1
1920,MINAS GERAIS,CORINTHIANS,4,1
1920,CORINTHIANS,SÃO BENTO (AA),4,1
1920,AA PALMEIRAS,CORINTHIANS,7,1
1921,CORINTHIANS,PAULISTA,5,1
1921,CORINTHIANS,SÃO BENTO (AA),6,1
1921,COMB. SÍRIO/GERMÂNIA,CORINTHIANS,5,1
1921,CORINTHIANS,SÃO BENTO (AA),3,1
1921,CORINTHIANS,MINAS GERAIS,5,1
1921,SELEÇÃO SANTISTA,CORINTHIANS,3,1
1921,AA PALMEIRAS,CORINTHIANS,3,1
1921,YPIRANGA,CORINTHIANS,5,1
1921,CORINTHIANS,SANTOS,7,1
1921,CORINTHIANS,PORTUGUESA,5,1
1921,INTERNACIONAL,CORINTHIANS,8,1
1921,CORINTHIANS,GERMÂNIA,5,1
1921,CORINTHIANS,SÍRIO,4,1
1921,PAULISTANO,CORINTHIANS,0,0
1921,CORINTHIANS,PALMEIRAS,4,0
1921,CORINTHIANS,GERMÂNIA,2,1
1921,PORTUGUESA,CORINTHIANS,6,1
1921,SÃO BENTO (AA),CORINTHIANS,4,1
1921,SÍRIO,CORINTHIANS,8,1
1921,CORINTHIANS,INTERNACIONAL,14,1
1921,SANTOS,CORINTHIANS,6,0
1921,AA PALMEIRAS,CORINTHIANS,1,1
1921,CORINTHIANS,YPIRANGA,4,1
1921,PAULISTANO,CORINTHIANS,2,1
1921,ANDARAHY,CORINTHIANS,6,1
1921,CORINTHIANS,MINAS GERAIS,2,1
1921,PALMEIRAS,CORINTHIANS,3,0
1922,CORINTHIANS,PALMEIRAS,0,0
1922,CORINTHIANS,SÍRIO,7,1
1922,PALMEIRAS,CORINTHIANS,4,0
1922,CORINTHIANS,GERMÂNIA,5,1
1922,CORINTHIANS,AA PALMEIRAS,9,1
1922,CORINTHIANS,YPIRANGA,5,1
1922,SÃO BENTO (AA),CORINTHIANS,1,1
1922,PORTUGUESA,CORINTHIANS,9,1
1922,PAULISTANO,CORINTHIANS,5,1
1922,PALMEIRAS,CORINTHIANS,2,1
1922,CORINTHIANS,AMÉRICA,2,1
1922,AMÉRICA,CORINTHIANS,6,0
1922,CORINTHIANS,INTERNACIONAL,9,1
1922,CORINTHIANS,SÍRIO,5,0
1922,CORINTHIANS,SANTOS,8,1
1922,CORINTHIANS,MINAS GERAIS,4,1
1922,AA PALMEIRAS,CORINTHIANS,0,0
1922,CORINTHIANS,SÃO BENTO (AA),7,1
1922,CORINTHIANS,PALMEIRAS,5,0
1923,YPIRANGA,CORINTHIANS,3,1
1923,MINAS GERAIS,CORINTHIANS,9,1
1923,SÍRIO,CORINTHIANS,1,1
1923,CORINTHIANS,PAULISTANO,2,1
1923,TAUBATÉ,CORINTHIANS,5,1
1923,CORINTHIANS,PORTUGUESA,5,1
1923,CORINTHIANS,RIO BRANCO,5,1
1923,INTERNACIONAL,CORINTHIANS,9,1
1923,RIO CLARO,CORINTHIANS,7,1
1923,CORINTHIANS,GERMÂNIA,7,1
1923,CORINTHIANS,SÃO BENTO (AA),7,1
1923,MINAS GERAIS,CORINTHIANS,6,0
1923,CORINTHIANS,YPIRANGA,2,1
1923,CORINTHIANS,SANTOS,4,1
1923,CORINTHIANS,PALMEIRAS,5,1
1923,CORINTHIANS,SÍRIO,2,1
1923,AA PALMEIRAS,CORINTHIANS,1,1
1923,GERMÂNIA,CORINTHIANS,4,1
1923,YPIRANGA,CORINTHIANS,3,1
1923,CORINTHIANS,SÃO BENTO (AA),3,1
1923,PORTUGUESA,CORINTHIANS,1,0
1923,CORINTHIANS,AA PALMEIRAS,3,1
1923,SÍRIO,CORINTHIANS,5,0
1924,SANTOS,CORINTHIANS,3,1
1924,CORINTHIANS,RIO BRANCO,3,1
1924,CORINTHIANS,PORTUGUESA,6,1
1924,CORINTHIANS,GERMÂNIA,5,1
1924,CORINTHIANS,INTERNACIONAL,8,1
1924,AA PALMEIRAS,CORINTHIANS,9,1
1924,SÃOMANUELENSE,CORINTHIANS,3,1
1924,YPIRANGA,CORINTHIANS,2,1
1924,PAULISTANO,CORINTHIANS,3,0
1924,CORINTHIANS (JUNDIAÍ),CORINTHIANS,2,1
1924,CORINTHIANS,SANTOS,7,1
1924,SÍRIO,CORINTHIANS,2,0
1924,CORINTHIANS,PAULISTANO,1,0
1924,CORINTHIANS (SÃO BERNARDO),CORINTHIANS,0,0
1924,CORINTHIANS,BRAZ,3,1
1924,CORINTHIANS,SÃO BENTO (AA),2,0
1924,SANTOS,CORINTHIANS,2,0
1924,CORINTHIANS,YPIRANGA,1,1
1924,PORTUGUESA,CORINTHIANS,5,1
1924,CORINTHIANS,SÃO BENTO (AA),0,0
1924,ELVIRA,CORINTHIANS,6,1
1924,BRAZ,CORINTHIANS,9,1
1924,CORINTHIANS,SÍRIO,5,1
1925,PAULISTANO,CORINTHIANS,1,1
1925,MINAS GERAIS,CORINTHIANS,4,1
1925,COMERCIAL (CATANDUVA),CORINTHIANS,5,1
1925,PALESTRA SÃO CARLOS,CORINTHIANS,3,0
1925,SANTOS,CORINTHIANS,1,0
1925,INTERNACIONAL,CORINTHIANS,4,1
1925,PORTUGUESA,CORINTHIANS,2,1
1925,PALMEIRAS,CORINTHIANS,3,1
1925,AA PALMEIRAS,CORINTHIANS,5,1
1925,SÃO BENTO (AA),CORINTHIANS,3,1
1925,SÍRIO,CORINTHIANS,6,1
1925,GERMÂNIA,CORINTHIANS,1,1
1925,CORINTHIANS,SÃO BENTO (AA),4,0
1925,CORINTHIANS,FLAMENGO,3,1
1925,CORINTHIANS,SÍRIO,0,0
1925,YPIRANGA,CORINTHIANS,2,1
1925,FLAMENGO,CORINTHIANS,1,0
1925,CORINTHIANS,AUTO,4,0
1925,PAULISTANO,CORINTHIANS,1,0
1925,CORINTHIANS,SELEÇÃO DO BRASIL,2,0
1925,XV DE JAÚ,CORINTHIANS,3,1
1925,SANTOS,CORINTHIANS,3,0
1925,RIO BRANCO,CORINTHIANS,3,1
1925,GUARANI,CORINTHIANS,7,1
1925,CORINTHIANS,SANTOS,4,1
1926,CORINTHIANS,INTERNACIONAL,4,1
1926,CORINTHIANS,PORTUGUESA,6,1
1926,CORINTHIANS,SÍRIO,1,1
1926,SÃO JOÃO,CORINTHIANS,6,1
1926,VASCO DA GAMA,CORINTHIANS,3,0
1926,CORINTHIANS,YPIRANGA,7,1
1926,SÍRIO,CORINTHIANS,6,1
1926,PRIMEIRO DE MAIO,CORINTHIANS,6,1
1926,CORINTHIANS,VASCO DA GAMA,2,0
1926,CORINTHIANS,YPIRANGA,5,1
1926,CORINTHIANS,SILEX,2,0
1926,CORINTHIANS,SÃO BENTO (AA),5,1
1926,CORINTHIANS,AUTO,3,0
1926,XV DE JAÚ,CORINTHIANS,2,1
1926,PALMEIRAS,CORINTHIANS,5,0
1926,SANTOS,CORINTHIANS,5,1
1926,INTERNACIONAL,CORINTHIANS,3,1
1926,CORINTHIANS,SÍRIO,2,1
1926,CORINTHIANS,SELEÇÃO APEA,12,0
1926,CORINTHIANS,PORTUGUESA,5,1
1926,CORINTHIANS,AUTO,2,0
1926,CORINTHIANS,SÍRIO,4,1
1926,PALMEIRAS,CORINTHIANS,1,1
1926,PORTUGUESA SANTISTA,CORINTHIANS,4,1
1927,CORINTHIANS,PORTUGUESA,11,1
1927,PORTUGUESA SANTISTA,CORINTHIANS,3,1
1927,CORINTHIANS,SILEX,4,1
1927,PONTE PRETA,CORINTHIANS,1,1
1927,CORINTHIANS,TAUBATÉ,11,1
1927,PAULISTA,CORINTHIANS,2,1
1927,PAULISTANO,CORINTHIANS,5,1
1927,ANTARCTICA,CORINTHIANS,6,1
1927,ATLÉTICO SANTISTA,CORINTHIANS,2,0
1927,PAULISTANO,CORINTHIANS,1,1
1927,SÍRIO,CORINTHIANS,6,1
1927,CORINTHIANS (SÃO BERNARDO),CORINTHIANS,5,1
1927,PORTUGUESA SANTISTA,CORINTHIANS,5,1
1927,CORINTHIANS,BARRA FUNDA,5,1
1927,PALMEIRAS,CORINTHIANS,4,0
1927,CORINTHIANS,REPÚBLICA (AA),3,1
1927,CORINTHIANS,SANTOS,11,0
1927,CORINTHIANS,AMERICANO/AUTO-AUDAX,7,1
1927,PORTUGUESA,CORINTHIANS,6,1
1927,INDEPENDÊNCIA,CORINTHIANS,5,1
1927,SELEÇÃO PAULISTA,CORINTHIANS,8,1
1927,SELEÇÃO APEA,CORINTHIANS,7,0
1927,CORINTHIANS,PRIMEIRO DE MAIO,6,1
1927,CORINTHIANS,SILEX,5,1
1927,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,4,1
1928,CORINTHIANS,GUARANI,2,1
1928,SANTOS,CORINTHIANS,8,0
1928,SÃO PAULO ALPARGATAS,CORINTHIANS,6,1
1928,YPIRANGA,CORINTHIANS,6,1
1928,CORINTHIANS,VASCO DA GAMA,3,0
1928,CORINTHIANS,PORTUGUESA,15,1
1928,SANTOS,CORINTHIANS,1,0
1928,GUARANI,CORINTHIANS,8,0
1928,CORINTHIANS,PALMEIRAS,4,1
1928,PALMEIRAS,CORINTHIANS,1,0
1928,VASCO DA GAMA,CORINTHIANS,5,0
1928,CORINTHIANS,PEÑAROL UNIVERSITÁRIO,3,0
1928,PORTUGUESA,CORINTHIANS,3,1
1928,SÍRIO,CORINTHIANS,4,1
1928,YPIRANGA,CORINTHIANS,6,1
1928,CORINTHIANS,AMÉRICA,4,0
1928,JABOTICABAL,CORINTHIANS,2,0
1928,SANTOS,CORINTHIANS,4,1
1928,COMERCIAL (RIBEIRÃO PRETO),CORINTHIANS,3,0
1928,CORINTHIANS,GUARANI,6,1
1928,CORINTHIANS,COMBINADO SANTISTA,3,1
1928,CORINTHIANS,PALMEIRAS,3,1
1928,GUARANI,CORINTHIANS,4,1
1928,SANTOS,CORINTHIANS,2,0
1928,CORINTHIANS,YPIRANGA,7,1
1928,CORINTHIANS,SÍRIO,6,1
1928,CORINTHIANS,SANTOS,5,0
1928,CORINTHIANS,PORTUGUESA,5,1
1928,PALMEIRAS,CORINTHIANS,0,0
1928,PALMEIRAS,CORINTHIANS,4,0
1928,COMB. SANTOS/SPR (SANTOS),CORINTHIANS,6,0
1929,VASCO DA GAMA,CORINTHIANS,7,0
1929,CORINTHIANS,VASCO DA GAMA,6,1
1929,CORINTHIANS,SÍRIO,7,0
1929,CORINTHIANS,GUARANI,8,1
1929,CORINTHIANS,BOTAFOGO,7,1
1929,CORINTHIANS,BARRACAS,4,1
1929,AMÉRICA,CORINTHIANS,4,0
1929,CORINTHIANS,YPIRANGA,5,1
1929,ATLÉTICO MINEIRO,CORINTHIANS,6,0
1929,CORINTHIANS,CHELSEA,8,0
1929,SANTOS,CORINTHIANS,4,0
1929,CORINTHIANS,BOLOGNA,7,1
1929,CORINTHIANS,SÍRIO,8,1
1929,CORINTHIANS,SILEX,7,1
1929,COMBINADO APEA,CORINTHIANS,7,1
1929,CORINTHIANS,SANTOS,5,1
1929,CORINTHIANS,ATLÉTICO MINEIRO,13,1
1929,CORINTHIANS,GUARANI,3,1
1929,CORINTHIANS,PORTUGUESA,8,1
1929,PALMEIRAS,CORINTHIANS,5,1
1930,CORINTHIANS,TUCUMAN,9,1
1930,CORINTHIANS,VASCO DA GAMA,6,1
1930,VASCO DA GAMA,CORINTHIANS,5,1
1930,CORINTHIANS,PORTUGUESA,4,1
1930,GUARANI,CORINTHIANS,5,1
1930,AMÉRICA (CE),CORINTHIANS,9,1
1930,GERMÂNIA,CORINTHIANS,8,1
1930,YPIRANGA,CORINTHIANS,4,1
1930,JUVENTUS,CORINTHIANS,5,1
1930,CORINTHIANS,PALMEIRAS,1,0
1930,CORINTHIANS,SÍRIO,6,1
1930,CORINTHIANS,SANTOS,2,1
1930,CORINTHIANS,SÃO PAULO,3,1
1930,CORINTHIANS,SÃO BENTO (AA),5,1
1930,CORINTHIANS,HAKOAH,6,1
1930,CORINTHIANS,HURACÁN,6,1
1930,ATHLETICO PARANAENSE,CORINTHIANS,1,0
1930,PALMEIRAS,CORINTHIANS,5,0
1930,ATLÉTICO SANTISTA,CORINTHIANS,2,0
1930,CORINTHIANS,INTERNACIONAL,4,0
1930,PALMEIRAS,CORINTHIANS,4,0
1930,INTERNACIONAL,CORINTHIANS,4,0
1930,CORINTHIANS,SÃO BENTO (AA),8,1
1930,CORINTHIANS,JUVENTUS,3,0
1930,CORINTHIANS,YPIRANGA,8,1
1930,CORINTHIANS,ATLÉTICO SANTISTA,4,1
1930,CORINTHIANS,SÍRIO,8,1
1930,CORINTHIANS,GUARANI,6,1
1930,CORINTHIANS,AMÉRICA (CE),7,1
1930,CORINTHIANS,GERMÂNIA,4,1
1930,CORINTHIANS,SÃO PAULO,2,0
1930,PORTUGUESA,CORINTHIANS,4,1
1931,SANTOS,CORINTHIANS,7,1
1931,INTERNACIONAL,CORINTHIANS,3,1
1931,CORINTHIANS,SANTOS,8,1
1931,PALMEIRAS,CORINTHIANS,4,0
1931,CORINTHIANS,BOTAFOGO,2,1
1931,CORINTHIANS,GUARANI,4,0
1931,CORINTHIANS,GIMNASIA Y ESGRIMA,0,0
1931,SÃO BENTO (AA),CORINTHIANS,3,1
1931,BOTAFOGO,CORINTHIANS,8,0
1931,JUVENTUS,CORINTHIANS,5,1
1931,CORINTHIANS,SANTOS,5,0
1931,INTERNACIONAL,CORINTHIANS,5,1
1931,SÍRIO,CORINTHIANS,2,0
1931,CORINTHIANS,PORTUGUESA,5,1
1931,SÃO PAULO,CORINTHIANS,4,0
1931,PALMEIRAS,CORINTHIANS,2,0
1931,CORINTHIANS,PALMEIRAS,2,0
1931,CORINTHIANS,YPIRANGA,7,0
1931,AMÉRICA (CE),CORINTHIANS,2,0
1931,CORINTHIANS,ATLÉTICO SANTISTA,6,1
1931,GERMÂNIA,CORINTHIANS,7,1
1931,GUARANI,CORINTHIANS,4,0
1931,CORINTHIANS,GERMÂNIA,5,1
1931,CORINTHIANS,SÃO BENTO (AA),4,1
1931,CORINTHIANS,SÍRIO,2,0
1931,CORINTHIANS,PALMEIRAS,5,0
1931,YPIRANGA,CORINTHIANS,6,0
1931,SANTOS,CORINTHIANS,2,0
1931,CORINTHIANS,INTERNACIONAL,4,0
1931,CORINTHIANS,AMÉRICA (CE),7,1
1931,PORTUGUESA,CORINTHIANS,1,0
1931,CORINTHIANS,JUVENTUS,8,1
1932,ATLÉTICO SANTISTA,CORINTHIANS,2,0
1932,CORINTHIANS,SÃO PAULO,5,0
1932,CORINTHIANS (SALTO),CORINTHIANS,3,0
1932,JUVENTUS,CORINTHIANS,9,0
1932,SANTOS,CORINTHIANS,8,0
1932,CORINTHIANS,ATLÉTICO SANTISTA,6,1
1932,CORINTHIANS,SÍRIO,4,0
1932,CORINTHIANS,YPIRANGA,4,0
1932,CORINTHIANS,SÃO PAULO,2,0
1932,PORTUGUESA,CORINTHIANS,2,1
1932,SÃO BENTO (AA),CORINTHIANS,4,1
1932,PALMEIRAS,CORINTHIANS,3,0
1932,CORINTHIANS,INTERNACIONAL,9,1
1932,CORINTHIANS,GERMÂNIA,6,1
1932,SANTOS,CORINTHIANS,8,1
1932,CORINTHIANS,PORTUGUESA,6,1
1933,CORINTHIANS,SELEÇÃO ACADÊMICA,6,0
1933,CORINTHIANS,PORTUGUESA,6,1
1933,HESPANHA,CORINTHIANS,11,1
1933,HESPANHA,CORINTHIANS,2,0
1933,HESPANHA,CORINTHIANS,3,1
1933,SÃO PAULO,CORINTHIANS,6,0
1933,FLUMINENSE,CORINTHIANS,8,0
1933,UBERABA,CORINTHIANS,3,1
1933,UBERABA,CORINTHIANS,4,1
1933,CORINTHIANS,PALMEIRAS,6,0
1933,CORINTHIANS,SÃO BENTO (AA),1,1
1933,CORINTHIANS,SÍRIO,11,1
1933,YPIRANGA,CORINTHIANS,5,1
1933,FLUMINENSE,CORINTHIANS,0,0
1933,CORINTHIANS,SANTOS,6,0
1933,CORINTHIANS,VASCO DA GAMA,5,1
1933,BONSUCESSO,CORINTHIANS,3,0
1933,CORINTHIANS,SÃO PAULO,6,0
1933,PORTUGUESA,CORINTHIANS,1,1
1933,CORINTHIANS,AMÉRICA,3,1
1933,BANGU,CORINTHIANS,3,0
1933,CORINTHIANS,FLUMINENSE,3,1
1933,SÃO PAULO,CORINTHIANS,7,0
1933,SÃO BENTO (AA),CORINTHIANS,2,1
1933,SANTOS,CORINTHIANS,6,0
1933,CORINTHIANS,YPIRANGA,1,1
1933,VASCO DA GAMA,CORINTHIANS,1,0
1933,CORINTHIANS,PORTUGUESA,3,0
1933,GUARANI,CORINTHIANS,2,0
1933,PALMEIRAS,CORINTHIANS,8,0
1933,CORINTHIANS,SÍRIO,6,1
1933,CORINTHIANS,BONSUCESSO,3,1
1933,AMÉRICA,CORINTHIANS,2,0
1933,CORINTHIANS,BANGU,7,1
1934,PAULISTA (CA),CORINTHIANS,6,1
1934,SANTOS,CORINTHIANS,7,1
1934,SÃO PAULO,CORINTHIANS,7,0
1934,BRITANNIA DE SOROCABA,CORINTHIANS,5,1
1934,XV DE JAÚ,CORINTHIANS,3,1
1934,CORINTHIANS,RAMENZONI,5,1
1934,YPIRANGA,CORINTHIANS,4,1
1934,SÃO PAULO,CORINTHIANS,2,0
1934,CORINTHIANS,SANTOS,3,1
1934,CORINTHIANS,PALMEIRAS,3,0
1934,CORINTHIANS,SÍRIO,4,1
1934,CORINTHIANS,PORTUGUESA,1,1
1934,PAULISTA (CA),CORINTHIANS,4,0
1934,CORINTHIANS,PAULISTA (CA),4,1
1934,CORINTHIANS,SÃO PAULO,0,0
1934,SANTOS,CORINTHIANS,3,1
1934,PALMEIRAS,CORINTHIANS,4,0
1934,SÍRIO,CORINTHIANS,5,1
1934,CORINTHIANS,YPIRANGA,5,0
1934,PORTUGUESA,CORINTHIANS,3,0
1934,SÃO PAULO,CORINTHIANS,3,1
1934,CORINTHIANS,PALMEIRAS,2,1
1934,JABOTICABAL,CORINTHIANS,3,1
1934,CORINTHIANS,SANTOS,1,1
1934,PORTUGUESA,CORINTHIANS,1,1
1934,PORTUGUESA,CORINTHIANS,1,1
1934,CORINTHIANS,SÃO PAULO,1,0
1934,VASCO DA GAMA,CORINTHIANS,5,0
1934,PALMEIRAS,CORINTHIANS,1,1
1934,PORTUGUESA SANTISTA,CORINTHIANS,5,1
1935,CORINTHIANS,HESPANHA,3,1
1935,CORINTHIANS,BOTAFOGO,1,0
1935,CORINTHIANS,BOCA JUNIORS,2,1
1935,CORINTHIANS,RIVER PLATE,4,0
1935,SANTOS,CORINTHIANS,5,0
1935,CORINTHIANS,SÃO PAULO,4,0
1935,SÃO CRISTÓVÃO,CORINTHIANS,3,0
