"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333",
"Africa Eastern and Southern","AFE","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.5659120224263","40.4039463718906","40.2358066625024","40.269689989292","40.1032703978505","39.936850806409","39.7704312149674","39.6040116235259","39.4375920320843","39.2711724406428","33.980631470599","38.9039800957902","38.7032073423792","38.5024345889681","37.8999507880458","37.701120258571","37.5024645341982","37.3038801747529","37.1052593945196","36.90659570026","31.9108778788421","32.1831348252032","31.9724922524989","31.761841679602","31.5512701334493","31.3405255785614","31.1194314173671","30.9035428685892","30.6902243076237","30.4697982610631","30.2517857956239",
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323","1.85099408755323",
"Africa Western and Central","AFW","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7769081273257","22.6587456692513","22.5405832111769","22.4224207531025","22.3042582950282","22.1860958369538","22.0679333788794","21.9497709208051","21.8316084627307","21.7134460046563","21.5952835465819","21.5031563447265","21.411029142871","21.3189019410156","21.2267747391601","21.1346475373047","21.0425203354492","20.9503931335938","20.8582659317383","20.7661387298829","20.6740115280274","20.586055376098","20.4980992241686","20.4101430722392","20.3221869203098","20.2342307683804","20.1526101552326","20.0713271823989","19.9860995956125","19.9012147100637","19.8167620702692",
"Angola","AGO","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5780701050774","63.4534073955242","63.328744685971","63.2040819764177","63.0794192668645","62.9547565573113","62.8300938477581","62.7054311382049","62.5807684286516","62.4561057190984","62.3314430095452","61.8862188176787","61.4409946258121","60.9957704339456","60.5505462420791","60.1053220502126","59.660097858346","59.2148736664795","58.769649474613","58.3244252827465","57.8792010908799","57.4339760968958","56.9887511029117","56.5435261089276","56.0983011149435","55.6530761209593","55.2078447100345","54.7626293414615","54.3174059517125","53.8721745407877","53.4269511510388",
"Albania","ALB","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7883211678832","28.7171532846715","28.6459854014599","28.5748175182482","28.5036496350365","28.4324817518248","28.3613138686131","28.2901459854015","28.2189781021898","28.1478102189781","28.0766423357664","28.1232481751825","28.1698540145985","28.2164598540146","28.2630656934307","28.3096715328467","28.3562773722628","28.4028832116788","28.4494890510949","28.4960948905109","28.542700729927","28.5946532846715","28.6466058394161","28.6985583941606","28.7505109489051","28.8024635036496","28.8021897810219","28.7920620437956","28.7919708029197","28.7919708029197","28.7919708029197",
"Andorra","AND","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894",
"Arab World","ARB","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.78607679771783","1.77971034614788","1.77334073787857","1.76697429764143","1.76060785740429","1.75424142606756","1.74787498583042","1.74150854559329","1.73514210535615","1.72877566511901","3.00202796708401","1.72047382965384","1.71853843434093","1.71662965074073","1.7146957505957","1.71275879818584","1.71081245548755","1.70887221747862","1.70693350562981","1.70537729981661","2.85955198657662","2.97909047995738","2.96054790170687","2.94205071133085","2.92354271273337","2.905073453252","2.88745806623102","2.86805019526016","2.84850046307384","2.83067870714863","2.81292880697777",
"United Arab Emirates","ARE","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.44973246972684","3.54045339341031","3.63117431709378","3.72189524077725","3.81261616446072","3.90333708814418","3.99405801182765","4.08477893551112","4.17549985919459","4.26622078287806","4.35694170656153","4.36802309208674","4.37910447761194","4.39018586313714","4.40126724866235","4.41234863418755","4.42343001971276","4.43451140523796","4.44559279076317","4.45667417628837","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357","4.46775556181357",
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8637149256949","12.79699198667","12.7302690476451","12.6635461086203","12.5968231695954","12.5301002305705","12.4633772915456","12.3966543525207","12.3299314134959","12.263208474471","12.1964855354461","12.0808714176615","11.9652572998769","11.8496431820922","11.7340290643076","11.618414946523","11.5028008287384","11.3871867109537","11.2715725931691","11.1559584753845","11.0403443575999","10.9587128976976","10.8770814377953","10.795449977893","10.7138185179907","10.6321870580884","10.6003968297469","10.5598368832422","10.5203731515078","10.4801786099266","10.4407148781923",
"Armenia","ARM","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7667720407446","11.7527221636811","11.7426062521953","11.7352651914296","11.7279241306639","11.7205830698981","11.7132420091324","11.7059009483667","11.698559887601","11.6912188268353","11.6838777660695","11.6765718299965","11.6692658939234","11.6619599578504","11.6546540217773","11.6473480857042","11.6400421496312","11.6327362135581","11.6254302774851","11.618124341412","11.610818405339","11.6035124692659","11.5962065331928","11.5889005971198","11.5815946610467","11.5742887249737","11.5669125395153","11.5595363540569","11.5521601685985","11.5447839831401","11.5374077976818",
"American Samoa","ASM","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.35","90.18","90.01","89.84","89.67","89.5","89.33","89.16","88.99","88.82","88.65","88.5","88.35","88.2","88.05","87.9","87.75","87.6","87.45","87.3","87.15","87","86.85","86.7","86.55","86.4","86.25","86.1","85.95","85.8","85.65",
"Antigua and Barbuda","ATG","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9772727272727","22.8272727272727","22.6772727272727","22.5272727272727","22.3772727272727","22.2272727272727","22.0772727272727","21.9272727272727","21.7772727272727","21.6272727272727","21.4772727272727","21.325","21.1727272727273","21.0204545454545","20.8681818181818","20.7159090909091","20.5636363636364","20.4113636363636","20.2590909090909","20.1068181818182","19.9545454545455","19.8045454545455","19.6545454545455","19.5045454545455","19.3545454545455","19.2045454545455","19.0454545454545","18.9090909090909","18.75","18.5909090909091","18.4545454545455",
"Australia","AUS","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4273589940513","17.4004386707106","17.3735183473699","17.3465980240293","17.3196777006886","17.2927573773479","17.2658370540073","17.2389167306666","17.2119964073259","17.1850760839853","17.1581557606446","17.1286333519909","17.0991109433373","17.0695885346836","17.04006612603","17.0105437173763","16.9810213087226","16.951498900069","16.9219764914153","16.8924540827617","16.862931674108","16.9553102586465","17.047688843185","17.1400674277235","17.232446012262","17.3248245968004","17.4254877132405","17.4229136169693","17.4213145571644","17.4213145571644","17.4213145571644",
